COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,REGISTERED VOTERS - Republican,REGISTERED VOTERS - Nonpartisan,BALLOTS CAST TOTAL,BALLOTS CAST - Republican,BALLOTS CAST - Nonpartisan,BALLOTS CAST BLANK,Republican for U.S. Senate,Republican for U.S. Senate,Republican for U.S. Senate,Republican for U.S. House 3,Republican for U.S. House 3,Republican for U.S. House 4,Republican for U.S. House 4,Republican for State Senate 23,Republican for State Senate 23,Republican for State School Board 11 (Multi-County),Republican for State School Board 11 (Multi-County),Republican for Utah County Commission Seat A,Republican for Utah County Commission Seat A,Republican for Utah County Commission Seat B,Republican for Utah County Commission Seat B,Republican for Utah County Attorney,Republican for Utah County Attorney,Republican for Utah County Auditor,Republican for Utah County Auditor,School Board Alpine 2,School Board Alpine 2,School Board Alpine 2,School Board Alpine 4,School Board Alpine 4,School Board Alpine 4,School Board Alpine 7,School Board Alpine 7,School Board Alpine 7,School Board Alpine 7,School Board Nebo 4,School Board Nebo 4,School Board Nebo 4,School Board Provo 4,School Board Provo 4,School Board Provo 4,
25,0023,AL303,626,452,174,231,212,19,0,54,20,138,56,148,0,0,0,0,104,87,111,71,101,88,41,134,111,72,0,0,0,73,57,74,0,0,0,0,0,0,0,0,0,0,
25,0024,AL304,872,603,269,274,238,36,0,58,15,163,94,137,0,0,0,0,115,110,135,79,112,104,39,167,134,80,0,0,0,76,51,124,0,0,0,0,0,0,0,0,0,0,
25,0025,AL305,1003,760,243,419,380,39,0,86,31,263,150,213,0,0,0,0,224,128,174,174,207,145,101,226,226,115,0,0,0,165,71,153,0,0,0,0,0,0,0,0,0,0,
25,0026,AL306,985,731,254,392,355,37,1,93,33,229,155,187,0,0,0,0,186,133,163,142,178,129,95,205,197,99,0,0,0,123,47,176,0,0,0,0,0,0,0,0,0,0,
25,0027,AL307,1128,788,340,402,361,41,0,90,18,252,143,204,0,0,0,0,171,166,184,139,179,148,91,221,191,130,0,0,0,112,107,151,0,0,0,0,0,0,0,0,0,0,
25,0028,CF401,174,174,0,66,66,0,0,9,5,52,0,0,48,17,0,0,0,0,36,23,33,28,10,48,34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0029,CH301,945,626,319,299,249,50,0,81,26,138,78,165,0,0,0,0,100,135,133,92,113,114,66,156,131,88,0,0,0,93,53,145,0,0,0,0,0,0,0,0,0,0,
25,0030,CH302,654,399,255,158,129,29,0,28,16,85,38,83,0,0,0,0,54,65,68,43,49,65,25,84,66,46,0,0,0,46,31,66,0,0,0,0,0,0,0,0,0,0,
25,0031,CH304,892,634,258,347,299,48,0,86,16,197,113,180,0,0,0,0,150,133,168,111,150,125,84,190,169,100,0,0,0,132,39,163,0,0,0,0,0,0,0,0,0,0,
25,0032,CH305,1179,856,323,504,449,55,0,136,51,258,126,299,0,0,0,0,117,320,227,161,201,194,86,311,239,147,0,0,0,116,58,312,0,0,0,0,0,0,0,0,0,0,
25,0033,CH306,492,318,174,184,154,30,0,51,10,92,43,104,0,0,0,0,48,102,90,51,73,71,40,92,70,70,0,0,0,48,44,80,0,0,0,0,0,0,0,0,0,0,
25,0034,CH307,735,522,213,276,227,49,0,43,23,160,105,114,0,0,0,0,129,86,95,115,146,58,67,141,133,74,0,0,0,125,29,107,0,0,0,0,0,0,0,0,0,0,
25,0035,CH308,1197,828,369,462,408,54,1,97,23,281,130,260,0,0,0,0,129,257,241,119,183,193,107,250,208,152,0,0,0,106,143,184,0,0,0,0,0,0,0,0,0,0,
25,0036,DR301,644,351,293,171,152,19,0,48,4,100,37,106,0,0,0,0,64,70,85,49,61,73,35,91,69,65,0,0,0,52,54,38,0,0,0,0,0,0,0,0,0,0,
25,0037,DR302,1192,581,611,262,219,43,1,89,10,119,67,142,0,0,0,0,99,92,119,68,92,94,63,121,100,82,0,0,0,84,64,83,0,0,0,0,0,0,0,0,0,0,
25,0038,EM401,834,834,0,293,293,0,0,48,18,225,0,0,213,76,0,0,0,0,171,101,118,151,44,218,164,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0039,EM402,684,684,0,212,212,0,0,53,12,145,0,0,150,59,0,0,0,0,124,72,86,113,36,138,128,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0040,EM404,773,773,0,235,235,0,0,41,16,178,0,0,170,61,0,0,0,0,133,86,107,113,47,154,108,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0041,EM405,584,584,0,130,130,0,0,44,7,79,0,0,72,58,0,0,0,0,82,37,53,67,15,97,61,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0042,EM406,599,599,0,219,219,0,0,37,14,167,0,0,157,60,0,0,0,0,119,84,98,104,21,173,110,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0043,EM407,486,486,0,187,187,0,0,32,17,135,0,0,129,52,0,0,0,0,93,82,89,88,21,150,94,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0044,EM408,494,494,0,124,124,0,0,39,10,75,0,0,69,54,0,0,0,0,81,33,42,75,27,88,44,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0045,EM410,925,925,0,299,299,0,0,74,35,188,0,0,195,99,0,0,0,0,176,101,145,134,50,221,121,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0046,EM411,711,711,0,250,250,0,0,77,24,147,0,0,166,83,0,0,0,0,159,73,104,126,34,184,127,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0047,EM412,629,629,0,172,172,0,0,50,20,102,0,0,92,78,0,0,0,0,99,57,72,83,25,124,73,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0048,EM414,429,429,0,139,139,0,0,31,5,103,0,0,106,31,0,0,0,0,86,45,59,69,20,102,68,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0049,EM415,747,747,0,200,200,0,0,74,36,90,0,0,106,88,0,0,0,0,107,80,86,97,36,134,82,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0050,EM416,585,585,0,179,179,0,0,39,16,124,0,0,113,65,0,0,0,0,105,57,86,80,46,111,94,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0051,EM417,582,582,0,184,184,0,0,54,25,104,0,0,104,75,0,0,0,0,116,53,83,86,26,129,83,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0052,EM418,553,553,0,144,144,0,0,37,5,100,0,0,96,48,0,0,0,0,82,50,65,67,21,102,75,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0053,EM419,562,562,0,196,196,0,0,37,23,135,0,0,127,67,0,0,0,0,130,53,90,95,32,149,96,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0054,EM420,751,751,0,185,185,0,0,46,13,124,0,0,115,67,0,0,0,0,97,69,74,96,33,128,87,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0055,EM422,578,578,0,161,161,0,0,44,11,106,0,0,106,53,0,0,0,0,91,61,79,69,25,109,90,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0056,EM423,691,691,0,191,191,0,0,33,24,131,0,0,134,55,0,0,0,0,113,66,112,72,33,130,107,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0057,EM424,290,290,0,85,85,0,0,18,7,57,0,0,46,36,0,0,0,0,54,28,43,40,16,63,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0058,ER401,748,748,0,298,298,0,0,69,21,208,0,0,202,94,0,0,0,0,198,90,129,161,57,218,148,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0059,ER402,938,649,289,321,278,43,0,45,20,213,0,0,190,80,0,0,0,0,177,68,109,147,48,195,128,114,0,0,0,0,0,0,0,0,0,0,51,101,145,0,0,0,
25,0060,ER403,909,621,288,313,279,34,0,52,14,210,0,0,187,85,0,0,0,0,184,73,121,136,49,195,132,116,0,0,0,0,0,0,0,0,0,0,33,125,122,0,0,0,
25,0061,FF401,76,76,0,30,30,0,0,7,5,18,0,0,17,12,0,0,0,0,18,10,13,14,2,23,15,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0062,GE401,507,507,0,196,196,0,0,26,17,153,0,0,146,46,0,0,0,0,122,58,96,92,32,135,93,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0063,GE402,163,163,0,56,56,0,0,5,3,47,0,0,38,17,0,0,0,0,24,23,16,33,11,37,23,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0064,GO401,250,250,0,73,73,0,0,15,2,56,0,0,57,15,0,0,0,0,45,26,30,38,20,45,38,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0065,HI301,1111,768,343,340,292,48,0,89,23,178,112,170,0,0,0,0,156,106,135,133,156,108,58,192,170,96,0,0,0,130,65,116,0,0,0,0,0,0,0,0,0,0,
25,0066,HI302,1009,754,255,323,290,33,0,47,28,213,118,164,0,0,0,0,165,110,133,134,159,97,55,197,178,87,0,0,0,128,66,108,0,0,0,0,0,0,0,0,0,0,
25,0067,HI304,668,484,184,243,222,21,0,64,14,144,111,106,0,0,0,0,127,80,82,124,132,75,43,155,87,123,0,0,0,119,47,54,0,0,0,0,0,0,0,0,0,0,
25,0068,HI305,914,661,253,368,338,30,0,72,26,238,184,144,0,0,0,0,197,123,151,165,207,112,96,212,237,84,0,0,0,170,86,94,0,0,0,0,0,0,0,0,0,0,
25,0069,HI306,895,618,277,322,279,43,0,63,26,187,110,157,0,0,0,0,153,111,146,104,144,108,71,141,171,80,0,0,0,110,65,124,0,0,0,0,0,0,0,0,0,0,
25,0070,HI307,1200,845,355,489,445,44,0,108,39,291,145,284,0,0,0,0,255,177,217,187,227,177,110,269,337,94,0,0,0,183,111,163,0,0,0,0,0,0,0,0,0,0,
25,0071,HI308,1248,935,313,457,406,51,0,85,23,297,167,219,0,0,0,0,213,176,220,157,237,142,86,270,275,106,0,0,0,155,98,179,0,0,0,0,0,0,0,0,0,0,
25,0072,HI310,712,475,237,276,240,36,0,48,19,172,109,125,0,0,0,0,113,123,111,106,152,69,64,139,169,55,0,0,0,113,50,109,0,0,0,0,0,0,0,0,0,0,
25,0073,HI311,917,632,285,306,251,55,0,75,31,143,81,164,0,0,0,0,123,116,163,65,127,100,79,146,174,62,0,0,0,86,63,140,0,0,0,0,0,0,0,0,0,0,
25,0074,HI312,1099,781,318,372,334,38,0,79,30,222,141,181,0,0,0,0,151,154,193,103,153,143,60,229,194,121,0,0,0,86,160,88,0,0,0,0,0,0,0,0,0,0,
25,0075,HI313,1222,866,356,458,404,54,0,88,29,287,171,222,0,0,0,0,208,181,215,159,228,147,86,258,253,133,0,0,0,109,201,124,0,0,0,0,0,0,0,0,0,0,
25,0076,HI314,1228,881,347,449,399,50,1,118,21,257,142,247,0,0,0,0,205,174,214,152,193,172,92,263,226,155,0,0,0,131,189,108,0,0,0,0,0,0,0,0,0,0,
25,0077,LE301,555,555,0,124,124,0,0,47,7,69,40,79,0,0,0,0,53,67,63,52,53,60,32,68,64,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0078,LE302,532,532,0,162,162,0,0,51,11,99,47,109,0,0,0,0,83,68,109,39,67,79,34,95,77,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0079,LE304,617,617,0,212,212,0,0,63,14,134,82,118,0,0,0,0,101,96,127,68,103,88,43,145,112,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0080,LE305,345,345,0,105,105,0,0,31,11,62,53,51,0,0,0,0,48,53,49,54,43,58,31,64,65,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0081,LE306,535,535,0,193,193,0,0,84,17,92,70,119,0,0,0,0,90,100,125,61,70,113,55,119,95,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0082,LE308,653,653,0,356,356,0,0,93,24,239,121,230,0,0,0,0,157,177,218,107,186,142,89,229,192,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0083,LE309,746,746,0,306,306,0,0,112,23,171,104,191,0,0,0,0,147,142,174,108,139,146,63,211,162,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0084,LE310,586,586,0,204,204,0,0,67,18,117,68,131,0,0,0,0,86,108,113,76,85,99,54,118,97,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0085,LE311,705,705,0,298,298,0,0,95,23,179,117,169,0,0,0,0,143,134,163,108,123,147,68,201,180,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0086,LE312,780,780,0,274,274,0,0,99,26,147,109,157,0,0,0,0,107,150,172,80,118,130,50,178,134,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0087,LE314,771,771,0,335,335,0,0,111,19,205,123,205,0,0,0,0,146,172,197,114,175,138,80,209,197,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0088,LE315,787,787,0,354,354,0,0,85,35,233,172,174,0,0,0,0,152,186,207,124,169,160,64,257,180,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0089,LE316,759,759,0,372,372,0,0,117,21,233,127,239,0,0,0,0,147,209,192,154,171,185,66,278,195,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0090,LE317,602,602,0,273,273,0,0,75,30,168,110,159,0,0,0,0,117,144,166,93,134,123,46,197,154,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0091,LE318,580,580,0,272,272,0,0,65,19,186,110,153,0,0,0,0,150,112,150,101,160,97,55,182,169,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0092,LE319,33,33,0,7,7,0,0,2,2,3,2,4,0,0,0,0,4,2,5,0,3,2,2,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0093,LE320,632,632,0,289,289,0,0,76,24,189,101,185,0,0,0,0,126,154,182,90,141,137,62,192,158,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0094,LE321,744,744,0,391,391,0,0,97,24,267,141,241,0,0,0,0,195,173,228,143,210,157,85,258,256,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0095,LE401,626,626,0,211,211,0,0,90,20,98,0,0,95,112,0,0,87,111,143,50,91,101,65,117,95,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0096,LE402,100,100,0,37,37,0,0,9,8,17,0,0,22,13,0,0,14,22,19,15,20,14,7,23,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0097,LE402:S,750,750,0,286,242,44,0,110,21,111,0,0,115,117,0,0,87,132,124,89,109,107,54,149,103,107,67,77,106,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0098,LE403,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0099,LE404,943,553,390,298,250,48,0,83,21,146,0,0,148,101,0,0,103,131,145,80,113,119,60,163,125,101,55,82,146,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0100,LE405,1254,672,582,332,257,75,0,91,22,142,0,0,150,103,0,0,105,139,148,98,117,125,62,170,130,109,78,89,146,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0101,LE406,1684,931,753,284,234,50,0,103,18,112,0,0,106,124,0,0,87,124,139,72,93,113,69,132,103,103,68,72,119,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0102,LE407,1421,934,487,433,377,56,0,133,24,220,0,0,218,151,0,0,169,185,220,123,144,205,83,249,167,167,81,131,191,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0103,LE408,1298,836,462,390,322,68,1,104,20,196,0,0,199,120,0,0,145,165,180,111,133,162,70,222,162,133,62,118,197,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0104,LE410,313,313,0,122,122,0,0,49,10,63,0,0,66,56,0,0,54,65,74,42,49,68,28,77,67,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0105,LE411,786,786,0,272,272,0,0,85,19,167,0,0,152,112,0,0,125,122,152,88,109,129,54,177,143,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0106,LE412,633,633,0,296,296,0,0,59,18,218,0,0,195,97,0,0,136,148,184,100,127,153,62,194,181,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0107,LE413,615,615,0,270,270,0,0,69,20,179,0,0,157,107,0,0,113,141,151,97,121,133,52,183,126,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0108,LE414,373,373,0,128,128,0,0,38,4,85,0,0,79,48,0,0,58,68,69,52,62,62,17,103,70,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0109,LE416,679,679,0,242,242,0,0,64,21,156,0,0,142,98,0,0,107,123,155,68,115,111,35,174,135,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0110,LE417,1051,603,448,263,203,60,0,62,24,116,0,0,118,84,0,0,85,108,111,81,80,113,36,139,106,83,43,65,140,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0111,LE418,966,591,375,294,256,38,0,74,23,158,0,0,162,90,0,0,109,138,169,68,123,112,51,161,128,105,61,78,138,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0112,LE420,1408,866,542,421,336,85,1,89,30,208,0,0,210,119,0,0,0,0,194,94,129,158,72,209,158,123,53,75,282,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0113,LE421,731,465,266,222,195,27,0,54,14,127,0,0,130,64,0,0,87,96,102,77,93,87,35,140,93,80,32,56,122,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0114,LE422,1046,638,408,237,199,38,1,67,25,106,0,0,108,87,0,0,74,110,125,56,81,99,47,123,90,86,42,48,134,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0115,LE423,622,622,0,267,267,0,0,80,13,174,0,0,174,86,0,0,111,134,165,77,137,107,64,169,144,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0116,LI301,460,460,0,207,207,0,0,55,17,135,56,142,0,0,128,71,0,0,129,68,112,84,57,134,116,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0117,LI302,653,653,0,315,315,0,0,70,16,229,126,184,0,0,174,137,0,0,178,123,167,137,75,205,160,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0118,LI304,507,507,0,243,243,0,0,44,21,178,86,153,0,0,142,87,0,0,133,94,103,121,44,177,100,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0119,LI305,633,633,0,308,308,0,0,65,16,225,112,183,0,0,180,111,0,0,173,120,159,130,60,212,154,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0120,LI306,710,710,0,394,394,0,0,100,27,267,150,238,0,0,282,99,0,0,168,197,200,175,115,257,220,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0121,LI308,826,826,0,435,435,0,0,122,34,279,151,277,0,0,0,0,0,0,207,212,229,182,110,268,209,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0122,LI309,901,901,0,491,491,0,0,164,25,300,133,347,0,0,0,0,0,0,201,275,253,213,74,348,214,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0123,LI310,341,341,0,165,165,0,0,29,4,132,58,98,0,0,0,0,0,0,58,99,84,68,34,104,84,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0124,MA401,734,734,0,340,340,0,0,64,35,240,0,0,218,111,0,0,0,0,201,112,135,184,51,248,161,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0125,MA402,582,582,0,302,302,0,0,69,20,208,0,0,187,109,0,0,0,0,195,86,138,148,46,242,129,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0126,MA403,859,859,0,440,440,0,0,88,34,316,0,0,270,151,0,0,0,0,258,150,181,238,93,312,225,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0127,MA404,721,721,0,325,325,0,0,83,39,201,0,0,213,107,0,0,0,0,192,117,138,172,73,215,171,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0128,MA406,1014,1014,0,395,395,0,0,117,30,247,0,0,228,156,0,0,0,0,232,136,147,218,102,259,197,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0129,MA407,875,875,0,372,372,0,0,103,40,226,0,0,226,140,0,0,0,0,219,131,147,197,60,266,191,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
25,0130,MA408,798,798,0,348,348,0,0,76,20,249,0,0,254,87,0,0,0,0,187,129,167,152,76,236,164,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
