COUNTY NUMBER,PRECINCT CODE,PRECINCT NAME,REGISTERED VOTERS TOTAL,BALLOTS CAST TOTAL,BALLOTS CAST BLANK,U.S. Senate,U.S. Senate,U.S. Senate,U.S. Senate,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 3,U.S. House 4,U.S. House 4,U.S. House 4,State Treasurer,State Treasurer,State Treasurer,State Treasurer,State Senate 11 (Multi-County),State Senate 18 (Multi-County),State Senate 18 (Multi-County),State Senate 18 (Multi-County),State Senate 19 (Multi-County),State Senate 19 (Multi-County),State Senate 19 (Multi-County),State House 66 (Multi-County),State House 66 (Multi-County),State Senate 21,State Senate 23,State House 50,State House 51,State House 51,State House 52,State House 53,State House 53,State House 53,State House 54,State House 54,State House 54,State House 55,State House 56,State House 57,State House 58,State House 60,State House 61,State House 61,State House 62,State House 62,State House 63,State House 64,State House 64,State House 65,State School Board 11 (Multi-County),State School Board 14 (Multi-County),State School Board 14 (Multi-County),Utah County Commission Seat A,Utah County Commission Seat A,Utah County Commission Seat A,Utah County Commission Seat B,Utah County Attorney,Utah County Auditor,Utah County Clerk,Utah County Clerk,Utah County Sheriff,School Board Alpine 1,School Board Alpine 2,School Board Alpine 2,School Board Alpine 4,School Board Alpine 4,School Board Alpine 7,School Board Alpine 7,School Board Provo 1,School Board Provo 1,School Board Provo 2,School Board Provo 2,School Board Provo 3,School Board Provo 3,School Board Provo 4,School Board Provo 4,School Board Nebo 2,School Board Nebo 2,School Board Nebo 4,School Board Nebo 4,School Board Nebo 5,School Board Nebo 5,PAIGE PETERSEN Supreme Court of Utah,PAIGE PETERSEN Supreme Court of Utah,D. SCOTT DAVIS Fourth Juvenile Court District,D. SCOTT DAVIS Fourth Juvenile Court District,F. RICHARDS SMITH III Fourth Juvenile Court District,F. RICHARDS SMITH III Fourth Juvenile Court District,SUCHADA P. BAZZELLE Fourth Juvenile Court District,SUCHADA P. BAZZELLE Fourth Juvenile Court District,BROOK JASON SESSIONS Lindon Municipal Justice Court,BROOK JASON SESSIONS Lindon Municipal Justice Court,RANDY B. BIRCH Pleasant Grove Municipal Justice Court,RANDY B. BIRCH Pleasant Grove Municipal Justice Court,VERNON F. ROMNEY Provo Municipal Justice Court,VERNON F. ROMNEY Provo Municipal Justice Court,Constitutional Amendment A,Constitutional Amendment A,Alpine Schoool District Board of Education Bond Election,Alpine Schoool District Board of Education Bond Election,Orem School District Proposition #2,Orem School District Proposition #2,Saratoga Springs Proposition #4,Saratoga Springs Proposition #4,Saratoga Springs Bond Election,Saratoga Springs Bond Election,
25,0208,PG302,1156,795,0,191,6,588,2,9,51,15,677,22,0,0,0,681,27,13,24,0,0,0,0,0,0,0,0,0,677,0,0,0,0,0,0,0,0,0,0,0,682,0,0,0,0,0,0,0,0,0,0,0,0,686,0,0,657,18,79,667,678,672,644,52,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,589,98,504,181,585,87,560,119,589,86,586,88,0,0,276,456,335,426,0,0,0,0,0,0,
25,0209,PG303,1124,778,0,222,12,534,7,7,69,22,639,21,0,0,0,636,30,23,28,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,657,0,0,0,0,0,0,0,0,0,0,0,0,648,0,0,599,33,95,634,656,654,609,74,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,92,473,178,535,109,540,108,541,100,540,104,0,0,276,423,341,406,0,0,0,0,0,0,
25,0210,PG304,823,541,0,174,6,355,3,7,57,15,430,19,0,0,0,444,15,19,30,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,424,0,0,412,29,62,417,422,433,427,35,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,376,64,316,115,364,64,361,68,358,66,375,57,0,0,194,294,236,276,0,0,0,0,0,0,
25,0211,PG305,11,4,0,1,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,4,4,3,0,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,0,4,0,4,0,4,0,0,0,1,3,2,2,0,0,0,0,0,0,
25,0212,PG306,1006,644,0,200,12,421,8,22,83,12,486,22,0,0,0,505,22,18,33,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,483,32,85,507,521,515,484,67,498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,80,392,158,462,74,449,84,459,77,445,90,0,0,227,353,288,332,0,0,0,0,0,0,
25,0213,PG307,645,410,0,129,11,260,3,3,50,9,327,8,0,0,0,337,19,8,16,0,0,0,0,0,0,0,0,0,339,0,0,0,0,0,0,0,0,0,0,0,335,0,0,0,0,0,0,0,0,0,0,0,0,334,0,0,322,9,58,332,337,342,326,27,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,44,264,87,308,48,298,54,299,48,291,63,0,0,131,250,201,204,0,0,0,0,0,0,
25,0214,PG308,771,515,0,156,13,339,4,9,58,20,380,26,0,0,0,415,16,19,31,0,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,397,26,74,407,417,408,393,53,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,85,278,163,359,85,346,95,358,85,360,90,0,0,180,299,202,294,0,0,0,0,0,0,
25,0215,PG309,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,2,2,2,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,
25,0216,PG310,721,490,0,172,13,291,5,7,74,11,378,8,0,0,0,359,33,26,22,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,393,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,347,22,91,394,390,393,348,58,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,52,294,113,353,58,345,64,346,58,336,67,0,0,178,267,244,221,0,0,0,0,0,0,
25,0217,PG311,1096,732,0,244,20,455,4,26,137,19,508,20,0,0,0,529,47,30,56,0,0,0,0,0,0,0,0,0,586,0,0,0,0,0,0,0,0,0,0,0,573,0,0,0,0,0,0,0,0,0,0,0,0,571,0,0,505,39,154,556,581,580,506,95,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,101,449,180,524,104,508,116,511,106,509,112,0,0,237,446,304,403,0,0,0,0,0,0,
25,0218,PG312,1414,909,0,295,7,586,6,13,127,22,695,35,0,0,0,705,60,31,54,0,0,0,0,0,0,0,0,0,742,0,0,0,0,0,0,0,0,0,0,0,738,0,0,0,0,0,0,0,0,0,0,0,0,734,0,0,662,41,156,715,750,736,668,94,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,677,134,563,244,664,131,646,152,671,123,653,139,0,0,309,520,387,486,0,0,0,0,0,0,
25,0219,PG313,861,548,0,215,13,315,3,11,97,8,398,23,0,0,0,413,38,24,33,0,0,0,0,0,0,0,0,0,442,0,0,0,0,0,0,0,0,0,0,0,441,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,378,34,112,419,436,431,379,81,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,409,77,350,134,413,73,401,84,407,75,403,82,0,0,179,325,237,287,0,0,0,0,0,0,
25,0220,PG314,1002,630,0,207,18,398,4,7,125,19,441,27,0,0,0,469,30,33,44,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,465,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,427,31,134,462,478,477,444,86,459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,110,351,187,424,107,394,135,424,96,426,98,0,0,203,380,225,379,0,0,0,0,0,0,
25,0221,PG316,1082,620,0,219,15,369,8,13,131,9,431,23,0,0,0,444,32,52,45,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,494,0,0,434,25,142,482,495,495,417,110,504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,106,389,162,444,108,433,119,443,105,443,112,0,0,211,365,299,297,0,0,0,0,0,0,
25,0222,PG317,799,486,0,159,16,302,8,4,72,15,364,21,0,0,0,372,23,21,39,0,0,0,0,0,0,0,0,0,408,0,0,0,0,0,0,0,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,369,21,82,401,414,405,367,61,413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,61,301,129,364,62,356,70,357,65,357,69,0,0,166,283,207,257,0,0,0,0,0,0,
25,0223,PG318,807,425,0,151,14,253,6,11,86,16,285,16,0,0,0,305,29,19,31,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,351,0,0,0,0,0,0,0,0,0,0,0,0,352,0,0,287,34,91,349,352,351,312,57,340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315,65,235,145,295,75,288,82,290,75,283,85,0,0,134,254,195,208,0,0,0,0,0,0,
25,0224,PG320,396,153,0,67,9,74,1,1,46,2,92,6,0,0,0,104,10,5,16,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,116,0,0,94,8,38,114,112,114,95,30,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,24,88,40,106,23,105,23,108,20,105,23,0,0,37,99,77,71,0,0,0,0,0,0,
25,0225,PG321,1354,717,0,316,27,354,12,13,208,15,428,38,0,0,0,487,51,52,60,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,535,0,0,450,40,194,542,554,545,471,104,549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,96,376,238,508,110,501,116,500,104,516,98,0,0,242,410,334,336,0,0,0,0,0,0,
25,0226,PG322,812,405,0,172,18,208,5,5,120,5,244,18,0,0,0,270,33,31,36,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,311,0,0,255,28,108,319,322,323,261,61,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304,52,221,135,291,62,291,62,299,51,301,50,0,0,173,195,191,186,0,0,0,0,0,0,
25,0227,PG323,787,416,0,159,14,235,4,2,86,12,299,10,0,0,0,300,29,23,34,0,0,0,0,0,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,323,0,0,304,14,89,317,318,311,289,53,316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,72,245,117,285,71,290,66,283,71,289,73,0,0,128,258,197,204,0,0,0,0,0,0,
25,0228,PG324,1008,578,0,211,20,337,4,21,104,7,413,23,0,0,0,430,32,47,29,0,0,0,0,0,0,0,0,0,0,466,0,0,0,0,0,0,0,0,0,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,36,111,456,478,471,394,81,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,73,340,177,436,76,418,95,430,76,431,78,0,0,192,352,289,274,0,0,0,0,0,0,
25,0229,PG325,1108,731,0,262,10,449,4,9,116,24,540,19,0,0,0,581,32,25,31,0,0,0,0,0,0,0,0,0,0,591,0,0,0,0,0,0,0,0,0,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,25,138,577,594,585,538,48,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,549,93,431,203,543,92,528,105,530,97,519,115,0,0,249,422,336,368,0,0,0,0,0,0,
25,0230,PG326,916,626,0,219,20,379,6,8,104,6,467,30,0,0,0,478,37,25,44,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462,24,111,499,499,501,445,73,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,84,379,168,457,87,461,87,456,83,443,98,0,0,215,372,263,341,0,0,0,0,0,0,
25,0231,PR301,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,
25,0232,PR302,744,448,0,174,5,262,1,3,79,4,344,8,0,0,0,334,21,19,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,309,8,89,345,333,335,317,44,340,0,0,0,0,0,0,0,185,195,0,0,0,0,0,0,0,0,0,0,0,0,334,28,281,81,326,30,319,41,325,32,0,0,313,42,188,196,0,0,0,0,0,0,0,0,
25,0233,PR304,372,261,0,107,8,142,0,7,38,9,195,4,0,0,0,200,17,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,167,15,61,190,187,187,131,32,186,0,0,0,0,0,0,0,71,164,0,0,0,0,0,0,0,0,0,0,0,0,198,19,149,64,197,15,198,16,186,15,0,0,185,19,106,127,0,0,0,0,0,0,0,0,
25,0234,PR305,807,564,0,161,9,390,2,7,73,10,436,24,0,0,0,440,27,16,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,420,21,76,446,443,433,421,54,451,0,0,0,0,0,0,0,151,375,0,0,0,0,0,0,0,0,0,0,0,0,414,50,338,124,394,60,383,74,383,65,0,0,404,53,193,291,0,0,0,0,0,0,0,0,
25,0235,PR306,449,312,0,123,1,185,1,7,43,4,248,3,0,0,0,248,13,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,0,0,0,0,0,0,0,0,0,209,9,72,238,233,229,215,33,233,0,0,0,0,0,0,0,123,154,0,0,0,0,0,0,0,0,0,0,0,0,245,25,203,70,246,23,239,29,238,23,0,0,242,27,132,147,0,0,0,0,0,0,0,0,
25,0236,PR307,1163,858,0,384,9,459,2,36,153,23,591,28,0,0,0,637,60,37,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604,0,0,0,0,0,0,0,0,0,0,0,0,540,40,210,631,637,624,537,98,635,0,0,0,0,0,0,0,373,437,0,0,0,0,0,0,0,0,0,0,0,0,641,103,507,231,633,100,611,122,616,94,0,0,621,107,329,450,0,0,0,0,0,0,0,0,
25,0237,PR308,899,658,1,207,7,436,2,9,86,7,527,14,0,0,0,515,29,28,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,0,0,0,0,0,0,0,0,0,478,17,113,520,508,497,472,54,513,0,0,0,0,0,0,0,280,292,0,0,0,0,0,0,0,0,0,0,0,0,506,37,429,109,486,43,472,58,474,50,0,0,471,59,248,341,0,0,0,0,0,0,0,0,
25,0238,PR310,979,739,1,265,6,461,1,8,96,21,575,18,0,0,0,576,42,27,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,559,0,0,0,0,0,0,0,0,0,0,0,0,511,29,154,593,597,580,523,84,585,0,0,0,0,0,0,0,288,361,0,0,0,0,0,0,0,0,0,0,0,0,584,45,472,153,565,50,552,64,551,55,0,0,568,55,290,368,0,0,0,0,0,0,0,0,
25,0239,PR311,774,525,0,232,14,276,1,5,111,8,362,24,0,0,0,395,41,13,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,326,20,138,397,397,391,339,73,394,0,0,0,0,0,0,0,0,0,294,174,0,0,0,0,0,0,0,0,0,0,393,60,320,129,377,61,372,66,383,53,0,0,381,59,179,296,0,0,0,0,0,0,0,0,
25,0240,PR312,744,551,0,246,10,289,2,4,121,11,388,16,0,0,0,398,36,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,0,337,23,143,394,398,385,345,67,401,0,0,0,0,0,0,0,0,0,292,208,0,0,0,0,0,0,0,0,0,0,418,53,330,136,398,52,398,54,397,46,0,0,400,56,217,269,0,0,0,0,0,0,0,0,
25,0241,PR313,856,617,0,274,4,334,0,6,110,5,461,22,0,0,0,496,31,23,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,453,0,0,0,0,0,0,0,0,0,0,0,0,421,23,128,485,482,472,411,40,474,0,0,0,0,0,0,0,0,0,269,303,0,0,0,0,0,0,0,0,0,0,463,53,381,135,456,53,449,62,453,49,0,0,451,60,249,299,0,0,0,0,0,0,0,0,
25,0242,PR314,858,651,0,288,9,348,3,12,100,6,499,16,0,0,0,505,32,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477,0,0,0,0,0,0,0,0,0,0,0,0,452,22,135,517,519,502,431,67,491,0,0,0,0,0,0,0,0,0,341,270,0,0,0,0,0,0,0,0,0,0,489,53,383,156,481,56,471,67,477,57,0,0,475,62,248,323,0,0,0,0,0,0,0,0,
25,0243,PR315,877,645,0,259,6,372,2,9,89,20,494,23,0,0,0,511,28,19,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,498,0,0,0,0,0,0,0,0,0,0,0,440,29,137,506,500,506,465,56,431,0,0,0,0,0,0,0,0,0,293,307,0,0,0,0,0,0,0,0,0,0,526,45,419,147,511,52,496,64,505,49,0,0,519,50,263,325,0,0,0,0,0,0,0,0,
25,0244,PR316,505,359,0,156,6,190,6,3,64,8,251,15,0,0,0,264,22,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,221,16,98,262,258,258,212,39,244,0,0,0,0,0,0,0,0,0,0,0,160,158,0,0,0,0,0,0,0,0,274,36,213,100,272,40,272,40,260,43,0,0,264,44,131,180,0,0,0,0,0,0,0,0,
25,0245,PR318,1074,765,0,486,7,267,3,7,219,11,481,32,0,0,0,471,86,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,475,0,0,0,0,0,0,0,0,0,0,0,421,21,266,505,498,485,378,88,482,0,0,0,0,0,0,0,0,0,0,0,255,457,0,0,0,0,0,0,0,0,598,49,383,241,574,57,575,64,553,68,0,0,564,74,368,327,0,0,0,0,0,0,0,0,
25,0246,PR319,1972,1110,0,604,28,466,7,20,299,21,699,30,0,0,0,785,84,48,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,757,0,0,0,0,0,0,0,0,0,0,0,694,42,286,806,804,795,714,100,810,0,0,0,0,0,0,0,0,0,655,244,0,0,0,0,0,0,0,0,0,0,824,90,590,298,796,87,784,105,764,99,0,0,779,105,401,568,0,0,0,0,0,0,0,0,
25,0247,PR320,691,264,0,131,15,116,0,4,87,6,144,13,0,0,0,168,25,16,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,0,0,0,139,17,88,213,213,207,162,42,211,0,0,0,0,0,0,0,109,98,0,0,0,0,0,0,0,0,0,0,0,0,200,22,152,66,186,28,184,27,192,19,0,0,179,37,118,121,0,0,0,0,0,0,0,0,
25,0248,PR321,873,286,0,149,15,115,6,3,121,10,140,9,0,0,0,182,26,21,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,152,15,104,222,226,218,174,48,209,0,0,0,0,0,0,0,124,105,0,0,0,0,0,0,0,0,0,0,0,0,207,31,148,89,202,33,205,31,201,35,0,0,192,44,105,156,0,0,0,0,0,0,0,0,
25,0249,PR322,539,267,0,108,14,140,3,6,64,7,176,9,0,0,0,177,19,19,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,185,0,0,0,0,0,0,0,0,0,161,15,78,202,205,198,165,51,210,0,0,0,0,0,0,0,115,123,0,0,0,0,0,0,0,0,0,0,0,0,198,30,147,78,199,28,191,34,186,36,0,0,184,43,102,144,0,0,0,0,0,0,0,0,
25,0250,PR324,532,323,0,120,12,184,4,5,62,7,236,7,0,0,0,245,19,7,25,0,0,0,0,0,0,0,0,0,0,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,233,0,0,0,0,0,0,0,0,0,220,18,72,251,248,251,228,38,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,50,179,95,218,42,214,48,217,44,0,0,215,46,116,163,0,0,0,0,0,0,0,0,
25,0251,PR325,1223,880,0,319,22,530,5,7,108,12,714,29,0,0,0,688,40,26,41,0,0,0,0,0,0,0,0,0,0,730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,697,0,0,0,0,0,0,0,0,0,652,44,146,691,736,721,663,74,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,676,89,546,216,669,81,646,103,654,88,0,0,640,102,320,462,0,0,0,0,0,0,0,0,
25,0252,PR326,1119,668,0,289,16,356,2,4,159,14,465,12,0,0,0,486,39,44,39,0,0,0,0,0,0,0,0,0,0,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,492,0,0,0,0,0,0,0,0,0,437,29,165,521,532,532,435,83,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,101,382,205,479,103,476,108,478,99,0,0,464,119,238,383,0,0,0,0,0,0,0,0,
25,0253,PR327,996,583,0,228,15,330,4,7,109,6,427,18,0,0,0,405,36,26,46,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,419,0,0,0,0,0,0,0,0,0,382,26,139,432,440,431,393,84,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,423,72,340,152,406,76,393,88,398,76,0,0,380,98,198,306,0,0,0,0,0,0,0,0,
25,0254,PR328,1147,677,0,312,30,325,8,11,159,20,463,12,0,0,0,453,47,47,58,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,486,0,0,0,0,0,0,0,0,0,416,43,190,523,526,523,441,108,527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,512,85,387,211,495,92,482,103,480,100,0,0,475,112,232,390,0,0,0,0,0,0,0,0,
25,0255,PR329,1105,699,0,300,13,379,5,8,155,17,481,24,0,0,0,514,56,26,44,0,0,0,0,0,0,0,0,0,0,542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,518,0,0,0,0,0,0,0,0,0,485,26,157,532,548,540,484,86,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,542,78,416,193,524,81,517,88,509,86,0,0,509,99,266,379,0,0,0,0,0,0,0,0,
25,0256,PR330,735,536,0,221,11,296,6,6,95,19,384,24,0,0,0,396,44,29,27,0,0,0,0,0,0,0,0,0,0,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,417,0,0,0,0,0,0,0,0,0,368,21,128,393,411,397,355,65,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,406,72,313,158,396,66,391,72,391,64,0,0,383,79,194,300,0,0,0,0,0,0,0,0,
25,0257,PR331,816,423,0,200,15,203,1,12,107,14,277,11,0,0,0,281,40,42,31,0,0,0,0,0,0,0,0,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,299,0,0,0,0,0,0,0,0,0,251,23,134,311,329,325,263,77,331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,62,272,106,310,64,300,75,303,67,0,0,307,71,170,223,0,0,0,0,0,0,0,0,
25,0258,PR332,1077,478,0,225,22,223,7,11,138,11,284,26,0,0,0,305,47,26,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,317,0,0,0,0,0,0,0,0,0,279,23,147,349,350,354,292,75,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341,72,255,153,332,78,331,80,324,75,0,0,321,87,156,276,0,0,0,0,0,0,0,0,
25,0259,PR333,482,189,0,88,10,88,2,4,52,5,117,6,0,0,0,139,9,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,118,9,47,150,147,146,127,33,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139,24,104,53,135,23,131,24,128,25,0,0,127,29,81,86,0,0,0,0,0,0,0,0,
25,0260,PR334,530,271,0,160,14,89,5,12,97,4,145,10,0,0,0,155,31,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,138,16,106,202,199,200,158,54,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,32,159,81,207,32,202,34,196,36,0,0,190,43,97,146,0,0,0,0,0,0,0,0,
25,0261,PR335,597,217,0,127,12,73,5,5,67,3,119,13,0,0,0,137,18,19,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,0,0,0,0,0,0,118,7,71,168,165,165,128,33,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,6,121,58,168,10,164,13,162,12,0,0,160,14,88,102,0,0,0,0,0,0,0,0,
25,0262,PR336,695,273,0,167,12,91,1,4,94,11,138,16,0,0,0,166,27,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,131,21,93,205,205,204,155,48,201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212,18,146,77,202,20,197,21,194,21,0,0,187,27,103,139,0,0,0,0,0,0,0,0,
